-737.96, -239.91, 170.0, 90.03, 0.35, -86.91
-737.96, -239.91, 160.0, 90.03, 0.35, -86.91
-738.81, -238.52, 160.0, 90.03, 0.35, -86.91
-739.66, -236.66, 160.0, 90.03, 0.35, -86.91
-742.21, -233.41, 160.0, 90.03, 0.35, -86.91
-742.21, -232.95, 160.0, 90.03, 0.35, -86.91
-740.93, -235.27, 160.0, 90.03, 0.35, -86.91
-738.39, -238.52, 160.0, 90.03, 0.35, -86.91
-738.39, -238.52, 170.0, 90.03, 0.35, -86.91
-721.39, -252.44, 170.0, 90.03, 0.35, -86.91
-721.39, -252.44, 160.0, 90.03, 0.35, -86.91
-715.86, -243.62, 160.0, 90.03, 0.35, -86.91
-716.29, -240.37, 160.0, 90.03, 0.35, -86.91
-715.01, -243.16, 160.0, 90.03, 0.35, -86.91
-705.67, -232.95, 160.0, 90.03, 0.35, -86.91
-705.67, -232.95, 170.0, 90.03, 0.35, -86.91
-726.49, -252.44, 170.0, 90.03, 0.35, -86.91
-726.49, -252.44, 160.0, 90.03, 0.35, -86.91
-743.91, -232.48, 160.0, 90.03, 0.35, -86.91
-733.71, -244.08, 160.0, 90.03, 0.35, -86.91
-734.56, -242.69, 160.0, 90.03, 0.35, -86.91
-733.29, -248.72, 160.0, 90.03, 0.35, -86.91
-727.76, -250.12, 160.0, 90.03, 0.35, -86.91
-728.19, -250.58, 160.0, 90.03, 0.35, -86.91
-728.19, -250.58, 170.0, 90.03, 0.35, -86.91
-719.69, -301.16, 170.0, 90.03, 0.35, -86.91
-719.69, -301.16, 160.0, 90.03, 0.35, -86.91
-724.36, -300.7, 160.0, 90.03, 0.35, -86.91
-724.36, -300.7, 170.0, 90.03, 0.35, -86.91
-737.11, -301.62, 170.0, 90.03, 0.35, -86.91
-737.11, -301.62, 160.0, 90.03, 0.35, -86.91
-732.86, -300.23, 160.0, 90.03, 0.35, -86.91
-727.76, -299.3, 160.0, 90.03, 0.35, -86.91
-724.36, -299.77, 160.0, 90.03, 0.35, -86.91
-718.41, -296.52, 160.0, 90.03, 0.35, -86.91
-718.41, -300.7, 160.0, 90.03, 0.35, -86.91
-718.41, -299.77, 160.0, 90.03, 0.35, -86.91
-730.74, -301.16, 160.0, 90.03, 0.35, -86.91
-732.44, -300.7, 160.0, 90.03, 0.35, -86.91
-732.44, -300.7, 170.0, 90.03, 0.35, -86.91
-733.71, -302.09, 170.0, 90.03, 0.35, -86.91
-733.71, -302.09, 160.0, 90.03, 0.35, -86.91
-732.01, -302.55, 160.0, 90.03, 0.35, -86.91
-726.06, -303.48, 160.0, 90.03, 0.35, -86.91
-720.96, -303.94, 160.0, 90.03, 0.35, -86.91
-718.41, -302.55, 160.0, 90.03, 0.35, -86.91
-716.71, -302.09, 160.0, 90.03, 0.35, -86.91
-718.41, -302.55, 160.0, 90.03, 0.35, -86.91
-720.96, -303.94, 160.0, 90.03, 0.35, -86.91
-726.06, -303.48, 160.0, 90.03, 0.35, -86.91
-732.01, -302.55, 160.0, 90.03, 0.35, -86.91
-732.01, -302.55, 170.0, 90.03, 0.35, -86.91
-733.71, -314.15, 170.0, 90.03, 0.35, -86.91
-733.71, -314.15, 160.0, 90.03, 0.35, -86.91
-732.01, -311.37, 160.0, 90.03, 0.35, -86.91
-731.59, -311.37, 160.0, 90.03, 0.35, -86.91
-732.01, -312.3, 160.0, 90.03, 0.35, -86.91
-732.44, -312.76, 160.0, 90.03, 0.35, -86.91
-732.44, -312.76, 170.0, 90.03, 0.35, -86.91
-721.81, -315.08, 170.0, 90.03, 0.35, -86.91
-721.81, -315.08, 160.0, 90.03, 0.35, -86.91
-722.24, -313.23, 160.0, 90.03, 0.35, -86.91
-720.96, -312.76, 160.0, 90.03, 0.35, -86.91
-720.11, -314.15, 160.0, 90.03, 0.35, -86.91
-720.11, -314.15, 170.0, 90.03, 0.35, -86.91
-729.46, -315.08, 170.0, 90.03, 0.35, -86.91
-729.46, -315.08, 160.0, 90.03, 0.35, -86.91
-729.89, -313.23, 160.0, 90.03, 0.35, -86.91
-728.61, -313.23, 160.0, 90.03, 0.35, -86.91
-727.76, -314.15, 160.0, 90.03, 0.35, -86.91
-729.04, -315.08, 160.0, 90.03, 0.35, -86.91
-729.04, -315.08, 170.0, 90.03, 0.35, -86.91
-758.78, -321.58, 170.0, 90.03, 0.35, -86.91
-758.78, -321.58, 160.0, 90.03, 0.35, -86.91
-758.36, -320.19, 160.0, 90.03, 0.35, -86.91
-756.66, -318.33, 160.0, 90.03, 0.35, -86.91
-757.51, -320.19, 160.0, 90.03, 0.35, -86.91
-758.36, -321.11, 160.0, 90.03, 0.35, -86.91
-758.36, -321.11, 170.0, 90.03, 0.35, -86.91
-761.76, -323.9, 170.0, 90.03, 0.35, -86.91
-761.76, -323.9, 160.0, 90.03, 0.35, -86.91
-761.33, -321.11, 160.0, 90.03, 0.35, -86.91
-759.21, -319.26, 160.0, 90.03, 0.35, -86.91
-757.51, -317.4, 160.0, 90.03, 0.35, -86.91
-756.66, -316.47, 160.0, 90.03, 0.35, -86.91
-756.66, -316.94, 160.0, 90.03, 0.35, -86.91
-758.36, -319.26, 160.0, 90.03, 0.35, -86.91
-759.63, -319.72, 160.0, 90.03, 0.35, -86.91
-759.63, -319.72, 170.0, 90.03, 0.35, -86.91
-688.24, -324.36, 170.0, 90.03, 0.35, -86.91
-688.24, -324.36, 160.0, 90.03, 0.35, -86.91
-688.67, -322.04, 160.0, 90.03, 0.35, -86.91
-692.92, -317.87, 160.0, 90.03, 0.35, -86.91
-692.49, -320.19, 160.0, 90.03, 0.35, -86.91
-691.64, -321.58, 160.0, 90.03, 0.35, -86.91
-693.34, -318.79, 160.0, 90.03, 0.35, -86.91
-693.34, -318.33, 160.0, 90.03, 0.35, -86.91
-693.34, -316.94, 160.0, 90.03, 0.35, -86.91
-689.09, -321.11, 160.0, 90.03, 0.35, -86.91
-689.09, -321.11, 170.0, 90.03, 0.35, -86.91
-760.06, -336.43, 170.0, 90.03, 0.35, -86.91
-760.06, -336.43, 160.0, 90.03, 0.35, -86.91
-758.36, -332.71, 160.0, 90.03, 0.35, -86.91
-757.93, -329.0, 160.0, 90.03, 0.35, -86.91
-758.36, -326.68, 160.0, 90.03, 0.35, -86.91
-760.06, -323.9, 160.0, 90.03, 0.35, -86.91
-758.78, -323.9, 160.0, 90.03, 0.35, -86.91
-758.36, -326.68, 160.0, 90.03, 0.35, -86.91
-757.93, -329.0, 160.0, 90.03, 0.35, -86.91
-758.78, -334.57, 160.0, 90.03, 0.35, -86.91
-758.78, -334.57, 170.0, 90.03, 0.35, -86.91
-735.84, -336.89, 170.0, 90.03, 0.35, -86.91
-735.84, -336.89, 160.0, 90.03, 0.35, -86.91
-735.41, -335.96, 160.0, 90.03, 0.35, -86.91
-735.41, -335.03, 160.0, 90.03, 0.35, -86.91
-735.84, -334.57, 160.0, 90.03, 0.35, -86.91
-734.99, -336.43, 160.0, 90.03, 0.35, -86.91
-734.14, -335.03, 160.0, 90.03, 0.35, -86.91
-734.14, -333.64, 160.0, 90.03, 0.35, -86.91
-735.84, -333.18, 160.0, 90.03, 0.35, -86.91
-733.71, -333.64, 160.0, 90.03, 0.35, -86.91
-734.14, -335.5, 160.0, 90.03, 0.35, -86.91
-734.14, -335.5, 170.0, 90.03, 0.35, -86.91
-800.0, -249.65, 170.0, 90.03, 0.35, -86.91
-800.0, -249.65, 160.0, 90.03, 0.35, -86.91
-737.54, -200.0, 160.0, 90.03, 0.35, -86.91
-700.14, -278.42, 160.0, 90.03, 0.35, -86.91
-686.97, -263.57, 160.0, 90.03, 0.35, -86.91
-700.14, -280.28, 160.0, 90.03, 0.35, -86.91
-722.24, -254.29, 160.0, 90.03, 0.35, -86.91
-749.86, -278.42, 160.0, 90.03, 0.35, -86.91
-749.86, -278.42, 170.0, 90.03, 0.35, -86.91
-717.56, -334.11, 170.0, 90.03, 0.35, -86.91
-717.56, -334.11, 160.0, 90.03, 0.35, -86.91
-716.71, -335.03, 160.0, 90.03, 0.35, -86.91
-715.44, -333.18, 160.0, 90.03, 0.35, -86.91
-709.92, -333.18, 160.0, 90.03, 0.35, -86.91
-706.09, -335.5, 160.0, 90.03, 0.35, -86.91
-703.12, -335.96, 160.0, 90.03, 0.35, -86.91
-701.84, -333.18, 160.0, 90.03, 0.35, -86.91
-703.97, -335.96, 160.0, 90.03, 0.35, -86.91
-709.92, -338.28, 160.0, 90.03, 0.35, -86.91
-714.16, -335.5, 160.0, 90.03, 0.35, -86.91
-714.59, -333.64, 160.0, 90.03, 0.35, -86.91
-717.14, -333.64, 160.0, 90.03, 0.35, -86.91
-717.14, -333.64, 170.0, 90.03, 0.35, -86.91
-736.69, -337.35, 170.0, 90.03, 0.35, -86.91
-736.69, -337.35, 160.0, 90.03, 0.35, -86.91
-739.24, -338.28, 160.0, 90.03, 0.35, -86.91
-743.91, -337.82, 160.0, 90.03, 0.35, -86.91
-748.16, -335.5, 160.0, 90.03, 0.35, -86.91
-747.73, -335.96, 160.0, 90.03, 0.35, -86.91
-745.18, -335.03, 160.0, 90.03, 0.35, -86.91
-742.63, -333.64, 160.0, 90.03, 0.35, -86.91
-744.76, -335.5, 160.0, 90.03, 0.35, -86.91
-742.21, -336.43, 160.0, 90.03, 0.35, -86.91
-738.39, -333.18, 160.0, 90.03, 0.35, -86.91
-736.69, -335.96, 160.0, 90.03, 0.35, -86.91
-736.69, -335.96, 170.0, 90.03, 0.35, -86.91
-738.39, -348.03, 170.0, 90.03, 0.35, -86.91
-738.39, -348.03, 160.0, 90.03, 0.35, -86.91
-735.41, -347.56, 160.0, 90.03, 0.35, -86.91
-732.86, -345.24, 160.0, 90.03, 0.35, -86.91
-735.41, -347.56, 160.0, 90.03, 0.35, -86.91
-735.41, -347.56, 170.0, 90.03, 0.35, -86.91
-699.29, -343.39, 170.0, 90.03, 0.35, -86.91
-699.29, -343.39, 160.0, 90.03, 0.35, -86.91
-711.61, -347.56, 160.0, 90.03, 0.35, -86.91
-707.79, -347.56, 160.0, 90.03, 0.35, -86.91
-706.94, -347.1, 160.0, 90.03, 0.35, -86.91
-705.67, -348.03, 160.0, 90.03, 0.35, -86.91
-699.72, -344.32, 160.0, 90.03, 0.35, -86.91
-716.29, -343.85, 160.0, 90.03, 0.35, -86.91
